#timestamp x y z qw qx qy qz
1779938717.123533 505966.679966 2495871.493645 19.633692 -0.177669 0.026733 0.050664 0.982422
1779938717.223534 505966.616109 2495871.608354 19.628808 -0.164713 0.016620 0.034248 0.985607
1779938717.323536 505966.552100 2495871.714945 19.616564 -0.151387 0.030666 0.034638 0.987392
1779938717.423538 505966.490426 2495871.818823 19.616613 -0.136603 0.064730 0.046735 0.987403
1779938717.523538 505966.438514 2495871.922533 19.621405 -0.132606 0.084446 0.062531 0.985583
1779938717.623538 505966.389943 2495872.030480 19.611418 -0.096141 0.085676 0.075096 0.988826
1779938717.723539 505966.339509 2495872.148666 19.586997 -0.081209 0.088711 0.072840 0.990066
1779938717.823540 505966.286782 2495872.274926 19.572813 -0.067939 0.082531 0.062393 0.992311
1779938717.923541 505966.232396 2495872.403624 19.588096 -0.050840 0.058776 0.054150 0.995504
1779938718.023542 505966.172373 2495872.526927 19.618078 -0.063481 0.046413 0.058231 0.995201
1779938718.123544 505966.112981 2495872.647354 19.635953 -0.063921 0.042890 0.047648 0.995894
1779938718.223543 505966.056597 2495872.759495 19.632762 -0.042494 0.044203 0.020683 0.997904
1779938718.323545 505966.000998 2495872.859510 19.627293 -0.021798 0.056818 0.007597 0.998118
1779938718.423545 505965.947893 2495872.957021 19.634474 -0.013004 0.055051 0.014683 0.998291
1779938718.523546 505965.900060 2495873.052665 19.638612 0.005947 0.022024 0.041172 0.998892
1779938718.623547 505965.846719 2495873.156016 19.624470 0.025775 0.003166 0.044735 0.998661
1779938718.723549 505965.782897 2495873.273527 19.607847 0.014396 0.018396 0.038733 0.998977
1779938718.823550 505965.718492 2495873.406993 19.610069 -0.014935 0.024025 0.019860 0.999403
1779938718.923551 505965.650725 2495873.544370 19.633538 -0.014098 0.013338 0.014983 0.999699
1779938719.023553 505965.577944 2495873.672721 19.655923 -0.059245 0.020252 0.031741 0.997533
1779938719.123555 505965.506554 2495873.793949 19.655198 -0.076659 0.027002 0.033778 0.996119
1779938719.223555 505965.436422 2495873.906417 19.638059 -0.053612 0.029692 0.028994 0.997699
1779938719.323556 505965.367579 2495874.011331 19.629740 -0.040917 0.043516 0.035206 0.997593
1779938719.423558 505965.305606 2495874.111432 19.639102 -0.050937 0.046147 0.063646 0.995603
1779938719.523561 505965.250780 2495874.209448 19.642365 -0.024086 0.034239 0.080432 0.995881
1779938719.623561 505965.195115 2495874.316474 19.628390 -0.026963 0.043096 0.072292 0.996087
1779938719.723562 505965.133366 2495874.434535 19.614978 -0.044640 0.055974 0.048878 0.996236
1779938719.823563 505965.069904 2495874.562886 19.618529 -0.045320 0.048294 0.012579 0.997725
1779938719.923563 505965.004751 2495874.683632 19.635725 -0.047389 0.051485 0.011555 0.997482
1779938720.023564 505964.943490 2495874.796326 19.648402 -0.082697 0.061772 0.016716 0.994518
1779938720.123564 505964.889504 2495874.909150 19.641398 -0.066124 0.051554 0.001823 0.996477
1779938720.223565 505964.836644 2495875.015528 19.624187 -0.037342 0.049545 -0.010136 0.998022
1779938720.323565 505964.783647 2495875.115838 19.621204 -0.006439 0.063347 -0.012692 0.997890
1779938720.423566 505964.741563 2495875.213201 19.634879 0.003137 0.053389 0.006222 0.998550
1779938720.523568 505964.704329 2495875.312806 19.634297 0.044428 0.032195 0.007391 0.998466
1779938720.623570 505964.661431 2495875.424242 19.615574 0.056800 0.038320 -0.007406 0.997622
1779938720.723571 505964.615216 2495875.551417 19.600527 0.035147 0.050624 -0.020551 0.997888
1779938720.823572 505964.566794 2495875.687140 19.603739 0.019162 0.056919 -0.012553 0.998116
1779938720.923573 505964.514918 2495875.824018 19.619870 -0.013218 0.058156 0.005333 0.998206
1779938721.023573 505964.459155 2495875.960775 19.629536 -0.021774 0.048513 0.015013 0.998472
1779938721.123574 505964.398384 2495876.103925 19.626151 -0.012958 0.036776 -0.012486 0.999162
1779938721.223573 505964.333881 2495876.239119 19.627194 0.002832 0.041638 -0.019298 0.998942
1779938721.323574 505964.276901 2495876.362890 19.639019 0.012240 0.063244 -0.019563 0.997731
1779938721.423575 505964.236531 2495876.475102 19.654303 0.002979 0.086068 -0.005951 0.996267
1779938721.523576 505964.205861 2495876.586565 19.651029 0.023480 0.099294 -0.007191 0.994755
1779938721.623576 505964.175321 2495876.707717 19.632901 -0.001615 0.102807 -0.028167 0.994301
1779938721.723577 505964.137682 2495876.840397 19.623254 0.000371 0.088695 -0.040879 0.995220
1779938721.823578 505964.095486 2495876.977896 19.631666 0.007958 0.070085 -0.043893 0.996543
1779938721.923580 505964.050945 2495877.112930 19.652265 0.001251 0.071674 -0.036551 0.996757
1779938722.023582 505964.007969 2495877.240324 19.662430 -0.009314 0.073961 -0.031708 0.996713
1779938722.123582 505963.970880 2495877.361152 19.652425 0.006655 0.070433 -0.041055 0.996649
1779938722.223583 505963.936281 2495877.472077 19.640685 0.035517 0.071883 -0.057638 0.995113
1779938722.323583 505963.902637 2495877.580618 19.648743 0.050464 0.071128 -0.060660 0.994341
1779938722.423584 505963.875950 2495877.687143 19.658958 0.075196 0.040371 -0.026262 0.996005
1779938722.523584 505963.846452 2495877.801878 19.639834 0.096532 0.026930 -0.018128 0.994800
1779938722.623584 505963.808186 2495877.932220 19.615656 0.091108 0.052480 -0.030168 0.994000
1779938722.723587 505963.771660 2495878.071971 19.622017 0.047739 0.067347 -0.039211 0.995815
1779938722.823588 505963.737694 2495878.211032 19.651354 0.027619 0.058551 -0.033406 0.997343
1779938722.923590 505963.700069 2495878.344658 19.675180 0.020944 0.033447 -0.019936 0.999022
1779938723.023590 505963.656635 2495878.473679 19.673270 0.001693 0.016791 -0.017962 0.999696
1779938723.123592 505963.609064 2495878.603145 19.658060 0.010689 0.010380 -0.024943 0.999578
1779938723.223594 505963.563660 2495878.733350 19.666460 0.037255 0.010875 -0.023795 0.998963
1779938723.323593 505963.520376 2495878.862296 19.694338 0.051860 0.026640 -0.024316 0.998003
1779938723.423594 505963.480020 2495878.981948 19.702563 0.033919 0.051904 -0.023589 0.997797
1779938723.523594 505963.441163 2495879.104275 19.685822 0.041127 0.070829 -0.024406 0.996341
1779938723.623596 505963.399003 2495879.236855 19.658245 0.025107 0.073137 -0.020860 0.996788
1779938723.723599 505963.352660 2495879.381164 19.642913 0.007412 0.055712 -0.003321 0.998414
1779938723.823599 505963.301227 2495879.527513 19.646212 0.007525 0.055866 0.009249 0.998367
1779938723.923599 505963.246887 2495879.667765 19.653959 -0.023916 0.074861 0.016615 0.996769
1779938724.023602 505963.197968 2495879.809048 19.650941 -0.027811 0.068746 -0.003425 0.997241
1779938724.123602 505963.149043 2495879.940897 19.642655 0.000792 0.065098 -0.022005 0.997636
1779938724.223604 505963.101990 2495880.056088 19.637651 -0.002369 0.081226 -0.026279 0.996346
1779938724.323604 505963.065482 2495880.167576 19.643342 0.015632 0.067092 0.008293 0.997590
1779938724.423605 505963.036479 2495880.279833 19.641478 0.037962 0.024951 0.034322 0.998378
1779938724.523605 505962.996676 2495880.403049 19.620855 0.036032 0.020293 0.023127 0.998877
1779938724.623606 505962.948948 2495880.538854 19.604587 0.001825 0.031231 0.004650 0.999500
1779938724.723605 505962.903647 2495880.684214 19.613195 -0.006058 0.011255 -0.007931 0.999887
1779938724.823607 505962.853665 2495880.823040 19.639914 -0.010676 -0.001722 0.004744 0.999930
1779938724.923606 505962.803396 2495880.953172 19.655109 -0.056435 0.003741 0.018772 0.998223
1779938725.023608 505962.759359 2495881.075924 19.644488 -0.070100 0.000861 0.015418 0.997420
1779938725.123608 505962.717276 2495881.190856 19.628486 -0.056395 0.004266 0.014166 0.998299
1779938725.223608 505962.678147 2495881.304870 19.632169 -0.060028 0.020111 0.022495 0.997741
1779938725.323608 505962.652258 2495881.411549 19.640397 -0.067071 0.018020 0.043238 0.996648
1779938725.423610 505962.626155 2495881.524153 19.626059 -0.018650 0.019453 0.048160 0.998476
1779938725.523611 505962.590960 2495881.651585 19.604618 -0.016456 0.051537 0.043258 0.997598
1779938725.623612 505962.552526 2495881.790878 19.593361 -0.021448 0.064368 0.038709 0.996945
1779938725.723614 505962.513449 2495881.932699 19.600102 -0.009643 0.048778 0.046150 0.997696
1779938725.823614 505962.462289 2495882.066008 19.616849 -0.023018 0.049355 0.059521 0.996740
1779938725.923616 505962.402149 2495882.191835 19.626641 -0.051004 0.050187 0.054783 0.995931
1779938726.023616 505962.342030 2495882.309974 19.614900 -0.042779 0.031539 0.039388 0.997810
1779938726.123617 505962.282500 2495882.417485 19.593241 -0.027686 0.032496 0.036772 0.998411
1779938726.223618 505962.227168 2495882.524497 19.592237 -0.032273 0.053932 0.059134 0.996270
1779938726.323619 505962.183093 2495882.631865 19.598386 -0.008115 0.054827 0.076467 0.995531
1779938726.423621 505962.140024 2495882.740148 19.589315 0.006314 0.053022 0.060081 0.996764
1779938726.523623 505962.087682 2495882.857315 19.575746 0.002048 0.050452 0.034139 0.998141
1779938726.623624 505962.027865 2495882.985724 19.573925 -0.023522 0.031483 0.018431 0.999057
1779938726.723625 505961.961616 2495883.116183 19.591239 -0.024246 0.006191 0.029452 0.999253
1779938726.823625 505961.891174 2495883.245984 19.611708 -0.061299 -0.006779 0.041520 0.997233
1779938726.923627 505961.822210 2495883.372309 19.611468 -0.083110 -0.016928 0.032767 0.995858
1779938727.023627 505961.752725 2495883.483464 19.593106 -0.073352 -0.009520 0.019479 0.997070
1779938727.123628 505961.686158 2495883.590657 19.586155 -0.080850 0.009203 0.020778 0.996467
1779938727.223629 505961.631912 2495883.698200 19.601479 -0.091076 -0.001145 0.054676 0.994341
1779938727.323629 505961.584974 2495883.802501 19.602186 -0.052972 -0.014736 0.070743 0.995978
1779938727.423630 505961.536442 2495883.915861 19.583776 -0.044175 0.001878 0.069269 0.996618
1779938727.523631 505961.481996 2495884.043501 19.569379 -0.049793 0.030730 0.054412 0.996803
1779938727.623632 505961.426228 2495884.178234 19.574576 -0.044387 0.037790 0.034978 0.997686
1779938727.723632 505961.366986 2495884.304819 19.597344 -0.060926 0.053708 0.034328 0.996105
1779938727.823634 505961.306839 2495884.423943 19.619505 -0.093179 0.070896 0.031362 0.992627
1779938727.923638 505961.249676 2495884.539966 19.618015 -0.070871 0.066049 0.013627 0.995203
1779938728.023640 505961.191860 2495884.645101 19.602655 -0.048946 0.067550 0.015655 0.996392
1779938728.123638 505961.133619 2495884.749719 19.602788 -0.024274 0.076408 0.011774 0.996712
1779938728.223641 505961.082765 2495884.850882 19.620747 -0.006386 0.065683 0.016195 0.997689
1779938728.323643 505961.035875 2495884.950559 19.621911 -0.001706 0.046995 0.008579 0.998857
1779938728.423645 505960.981958 2495885.062522 19.602000 0.012328 0.042746 -0.000765 0.999010
1779938728.523645 505960.920716 2495885.190418 19.588164 -0.016383 0.045881 -0.018109 0.998648
1779938728.623646 505960.856076 2495885.327228 19.596811 -0.013274 0.026577 -0.018818 0.999382
1779938728.723646 505960.786172 2495885.460956 19.615968 -0.047435 0.007650 0.000469 0.998845
1779938728.823648 505960.712204 2495885.591213 19.626160 -0.065844 -0.008801 0.017530 0.997637
1779938728.923648 505960.635632 2495885.719190 19.617502 -0.062432 -0.016643 0.018210 0.997744
1779938729.023648 505960.556535 2495885.833434 19.599924 -0.066847 -0.001204 0.031512 0.997265
1779938729.123648 505960.488485 2495885.940155 19.597291 -0.094744 0.014692 0.038014 0.994667
1779938729.223650 505960.436818 2495886.047992 19.607734 -0.081505 -0.016122 0.058499 0.994824
1779938729.323650 505960.386900 2495886.163208 19.600004 -0.068600 -0.023153 0.066489 0.995157
1779938729.423652 505960.333442 2495886.287832 19.580609 -0.079229 0.011654 0.060558 0.994947
1779938729.523653 505960.281582 2495886.422693 19.571754 -0.097441 0.038040 0.037507 0.993807
1779938729.623654 505960.231166 2495886.558046 19.587372 -0.096096 0.042982 0.043043 0.993512
1779938729.723655 505960.178435 2495886.685327 19.608077 -0.115221 0.058400 0.067384 0.989330
1779938729.823654 505960.129515 2495886.807264 19.609880 -0.122428 0.067807 0.075995 0.987238
1779938729.923655 505960.086527 2495886.925318 19.590914 -0.081115 0.058386 0.057279 0.993343
1779938730.023655 505960.048197 2495887.038577 19.576951 -0.023446 0.050189 0.049781 0.997223
1779938730.123656 505960.015522 2495887.143502 19.583797 -0.002636 0.051950 0.080169 0.995423
1779938730.223656 505959.989136 2495887.244621 19.589441 0.020595 0.051202 0.101598 0.993294
1779938730.323657 505959.959835 2495887.356586 19.576697 0.034540 0.058111 0.087140 0.993900
1779938730.423658 505959.921737 2495887.484134 19.557374 0.049058 0.061282 0.066373 0.994702
1779938730.523659 505959.878644 2495887.620341 19.552814 0.053535 0.043500 0.066013 0.995432
1779938730.623661 505959.832046 2495887.752357 19.570718 0.038685 0.027387 0.076629 0.995932
1779938730.723663 505959.782470 2495887.877658 19.594728 0.003023 0.021696 0.083288 0.996285
1779938730.823664 505959.735325 2495887.999066 19.601906 -0.012377 0.009538 0.068702 0.997515
1779938730.923666 505959.687649 2495888.114823 19.589657 0.006669 -0.006160 0.050475 0.998684
1779938731.023666 505959.635132 2495888.227109 19.580805 0.011768 -0.002342 0.055106 0.998408
1779938731.123667 505959.584469 2495888.344011 19.586955 0.018602 0.002002 0.076048 0.996929
1779938731.223667 505959.538551 2495888.465538 19.588855 0.018018 0.004277 0.083816 0.996309
1779938731.323668 505959.489454 2495888.596051 19.580879 0.000313 0.023083 0.076725 0.996785
1779938731.423667 505959.438215 2495888.733822 19.569869 -0.024502 0.037803 0.066031 0.996800
1779938731.523669 505959.386631 2495888.875143 19.570792 -0.040581 0.027782 0.067737 0.996490
1779938731.623669 505959.331958 2495889.015648 19.586001 -0.044694 0.018053 0.087387 0.995008
1779938731.723672 505959.273539 2495889.150520 19.601427 -0.074555 0.030609 0.091406 0.992547
1779938731.823671 505959.216893 2495889.281529 19.601541 -0.071771 0.024955 0.075882 0.994217
1779938731.923672 505959.162305 2495889.403835 19.594490 -0.052750 0.013529 0.066580 0.996294
1779938732.023674 505959.106956 2495889.519901 19.590855 -0.034007 0.018094 0.068901 0.996880
1779938732.123675 505959.054889 2495889.636099 19.599433 -0.031289 0.018035 0.099903 0.994342
1779938732.223675 505959.006710 2495889.756096 19.597624 -0.014701 0.014839 0.099236 0.994845
1779938732.323677 505958.954385 2495889.878711 19.584799 -0.027542 0.032356 0.083490 0.995602
1779938732.423678 505958.899264 2495890.004810 19.577722 -0.048680 0.038969 0.068810 0.995679
1779938732.523680 505958.842946 2495890.132833 19.588349 -0.057313 0.017446 0.061720 0.996294
1779938732.623681 505958.779969 2495890.258398 19.607697 -0.064802 -0.001338 0.060823 0.996042
1779938732.723682 505958.716110 2495890.380420 19.619357 -0.092970 -0.010735 0.061416 0.993715
1779938732.823683 505958.654563 2495890.500045 19.614628 -0.087855 -0.017902 0.051466 0.994642
1779938732.923684 505958.598965 2495890.609082 19.608355 -0.068229 -0.004894 0.029845 0.997211
1779938733.023687 505958.549775 2495890.716453 19.616592 -0.061986 0.004458 0.020481 0.997857
1779938733.123688 505958.506274 2495890.827639 19.626929 -0.048486 -0.016212 0.044150 0.997716
1779938733.223688 505958.460819 2495890.945286 19.616586 -0.037487 -0.025477 0.063534 0.996950
1779938733.323690 505958.412135 2495891.071905 19.592844 -0.046589 -0.011274 0.063821 0.996810
1779938733.423690 505958.362036 2495891.208147 19.581957 -0.051441 -0.006794 0.045487 0.997617
1779938733.523691 505958.309844 2495891.343707 19.599135 -0.066697 -0.015439 0.052786 0.996256
1779938733.623691 505958.253312 2495891.475361 19.622901 -0.087045 -0.011647 0.065176 0.994002
1779938733.723693 505958.199508 2495891.602266 19.629532 -0.094604 -0.004555 0.064826 0.993392
1779938733.823694 505958.150240 2495891.724180 19.617035 -0.080354 -0.001843 0.052339 0.995390
1779938733.923693 505958.102984 2495891.841026 19.609171 -0.061826 0.005552 0.049463 0.996845
1779938734.023695 505958.059076 2495891.957339 19.618102 -0.061723 0.018877 0.066939 0.995667
1779938734.123695 505958.021313 2495892.077248 19.623477 -0.031869 0.015521 0.082518 0.995959
1779938734.223697 505957.980064 2495892.203145 19.606466 -0.030446 0.030907 0.073159 0.996376
1779938734.323697 505957.933068 2495892.337693 19.586670 -0.037656 0.044040 0.063086 0.996325
1779938734.423697 505957.883474 2495892.475657 19.588639 -0.040807 0.029838 0.062937 0.996736
1779938734.523700 505957.831034 2495892.610653 19.608118 -0.043939 0.005020 0.059992 0.997219
1779938734.623702 505957.777278 2495892.739982 19.623826 -0.074410 -0.007840 0.055009 0.995679
1779938734.723703 505957.725115 2495892.866092 19.617738 -0.069856 -0.019665 0.044799 0.996357
1779938734.823703 505957.676217 2495892.986124 19.601216 -0.053764 -0.019049 0.044417 0.997383
1779938734.923704 505957.631376 2495893.101702 19.599729 -0.051732 -0.002617 0.055612 0.997108
1779938735.023705 505957.598117 2495893.217798 19.611233 -0.050346 -0.011488 0.078997 0.995536
1779938735.123705 505957.566804 2495893.339231 19.606293 -0.029036 -0.022549 0.082712 0.995895
1779938735.223705 505957.528013 2495893.471284 19.585376 -0.036137 -0.015094 0.076891 0.996270
1779938735.323706 505957.483379 2495893.610065 19.572844 -0.065302 0.000426 0.074679 0.995067
1779938735.423707 505957.437237 2495893.748999 19.585993 -0.076483 0.004551 0.077043 0.994080
1779938735.523708 505957.387536 2495893.883838 19.613689 -0.092557 0.014540 0.084467 0.992012
1779938735.623710 505957.341248 2495894.015790 19.625981 -0.097122 0.010445 0.075343 0.992362
1779938735.723712 505957.297734 2495894.142948 19.614073 -0.062405 -0.006041 0.071773 0.995449
1779938735.823712 505957.256328 2495894.262581 19.599235 -0.039224 0.010728 0.079829 0.995979
1779938735.923713 505957.216389 2495894.383005 19.601100 -0.018756 0.040540 0.087627 0.995151
1779938736.023715 505957.177758 2495894.504816 19.608517 0.016058 0.040359 0.099280 0.994111
1779938736.123716 505957.129331 2495894.633011 19.600672 0.036879 0.037675 0.087907 0.994733
1779938736.223718 505957.067487 2495894.771317 19.589607 0.019407 0.036896 0.070546 0.996637
1779938736.323720 505956.997922 2495894.912398 19.594779 0.003224 0.022441 0.063421 0.997729
1779938736.423720 505956.924902 2495895.045386 19.616670 -0.027251 0.004316 0.062462 0.997666
1779938736.523722 505956.850592 2495895.171662 19.638179 -0.065180 -0.012196 0.058951 0.996056
1779938736.623723 505956.780136 2495895.289229 19.636909 -0.079752 -0.018575 0.044220 0.995660
1779938736.723723 505956.720713 2495895.392584 19.619540 -0.063072 -0.018098 0.028130 0.997448
1779938736.823725 505956.666927 2495895.492641 19.614374 -0.048548 -0.019046 0.011286 0.998576
1779938736.923725 505956.615091 2495895.596946 19.629766 -0.043022 -0.040119 0.027983 0.997876
1779938737.023726 505956.560565 2495895.706065 19.630885 -0.024210 -0.047114 0.037914 0.997876
1779938737.123727 505956.499047 2495895.825711 19.611619 -0.041894 -0.021727 0.035443 0.998257
1779938737.223728 505956.434467 2495895.959244 19.596757 -0.066164 0.003892 0.027120 0.997433
1779938737.323728 505956.372663 2495896.095752 19.603339 -0.096454 0.012353 0.029896 0.994812
1779938737.423728 505956.307741 2495896.226123 19.619768 -0.119680 0.021148 0.051053 0.991273
1779938737.523728 505956.242422 2495896.351147 19.629106 -0.136865 0.019516 0.075359 0.987526
1779938737.623730 505956.177115 2495896.474100 19.621654 -0.126214 0.005019 0.074695 0.989174
1779938737.723732 505956.112191 2495896.587785 19.609994 -0.110787 0.001314 0.076437 0.990900
1779938737.823733 505956.050055 2495896.695779 19.610881 -0.099692 0.016938 0.077957 0.991815
1779938737.923734 505955.997630 2495896.802760 19.623759 -0.091962 0.013073 0.091170 0.991494
1779938738.023735 505955.947252 2495896.912258 19.624726 -0.073110 0.011580 0.094935 0.992728
1779938738.123736 505955.894733 2495897.027204 19.609663 -0.087508 0.027894 0.087390 0.991931
1779938738.223737 505955.843683 2495897.147980 19.596237 -0.108323 0.031585 0.077894 0.990556
1779938738.323736 505955.791463 2495897.270760 19.603547 -0.113460 0.023228 0.059593 0.991482
1779938738.423737 505955.733197 2495897.391987 19.625683 -0.113908 0.018450 0.049284 0.992097
1779938738.523739 505955.674361 2495897.511647 19.636261 -0.134452 0.010388 0.029973 0.990412
1779938738.623740 505955.615349 2495897.629434 19.622934 -0.121690 0.000313 0.012589 0.992488
1779938738.723742 505955.557033 2495897.742796 19.609163 -0.100500 0.004239 0.016649 0.994789
1779938738.823743 505955.509923 2495897.853340 19.615232 -0.106466 0.003109 0.042276 0.993412
1779938738.923744 505955.477753 2495897.962800 19.619955 -0.091608 -0.018813 0.044326 0.994630
1779938739.023745 505955.445110 2495898.079717 19.610835 -0.065088 -0.033799 0.025789 0.996974
1779938739.123746 505955.404473 2495898.209830 19.596974 -0.065430 -0.031500 0.015527 0.997239
1779938739.223746 505955.360384 2495898.350956 19.594518 -0.082807 -0.025724 0.012089 0.996160
1779938739.323746 505955.314058 2495898.494328 19.613669 -0.085786 -0.023783 0.024245 0.995735
1779938739.423748 505955.262775 2495898.637661 19.631995 -0.097228 -0.020128 0.034184 0.994471
1779938739.523748 505955.208988 2495898.775235 19.627575 -0.102196 -0.026656 0.042133 0.993514
1779938739.623750 505955.154855 2495898.900498 19.605474 -0.097420 -0.019448 0.060015 0.993242
1779938739.723751 505955.102247 2495899.017511 19.593576 -0.072859 0.002868 0.068670 0.994971
1779938739.823753 505955.060536 2495899.131043 19.607388 -0.070082 -0.010937 0.088322 0.993563
1779938739.923755 505955.020059 2495899.245927 19.613434 -0.021317 -0.036865 0.086655 0.995328
1779938740.023756 505954.972575 2495899.367619 19.599831 -0.030670 -0.028019 0.068223 0.996805
1779938740.123757 505954.916654 2495899.500903 19.584760 -0.047460 -0.018508 0.051923 0.997351
1779938740.223759 505954.855068 2495899.644067 19.588734 -0.048381 -0.020769 0.048785 0.997421
1779938740.323760 505954.785462 2495899.784887 19.605415 -0.066303 -0.009443 0.068694 0.995387
1779938740.423761 505954.715325 2495899.925663 19.607420 -0.084298 -0.006674 0.063584 0.994387
1779938740.523762 505954.645017 2495900.061425 19.592142 -0.074886 -0.007203 0.042450 0.996262
1779938740.623762 505954.577726 2495900.178590 19.580600 -0.057152 -0.000646 0.038264 0.997632
1779938740.723762 505954.518275 2495900.283566 19.584958 -0.059841 0.002335 0.051329 0.996885
1779938740.823762 505954.470021 2495900.386229 19.590001 -0.043007 -0.023019 0.068224 0.996477
1779938740.923763 505954.420273 2495900.500767 19.575715 -0.033349 -0.030799 0.050280 0.997703
1779938741.023764 505954.361337 2495900.630249 19.557533 -0.047903 -0.020705 0.038083 0.997911
1779938741.123764 505954.296407 2495900.770375 19.553492 -0.074157 -0.013915 0.027827 0.996761
1779938741.223764 505954.226305 2495900.907604 19.566104 -0.075344 -0.017103 0.041957 0.996128
1779938741.323765 505954.153963 2495901.039088 19.577053 -0.102958 -0.023812 0.068174 0.992061
1779938741.423765 505954.081533 2495901.165925 19.570854 -0.113656 -0.032465 0.071439 0.990417
1779938741.523766 505954.010768 2495901.280652 19.555573 -0.111727 -0.036505 0.067561 0.990767
1779938741.623768 505953.943083 2495901.389500 19.553667 -0.111451 -0.035592 0.080370 0.989875
1779938741.723769 505953.886811 2495901.496743 19.563395 -0.104056 -0.041413 0.105782 0.988062
1779938741.823769 505953.837916 2495901.609070 19.560208 -0.082099 -0.028662 0.105429 0.990618
1779938741.923770 505953.786951 2495901.735965 19.550005 -0.083613 0.001179 0.094860 0.991972
1779938742.023771 505953.731477 2495901.872865 19.545556 -0.086503 0.017578 0.082235 0.992696
1779938742.123772 505953.672943 2495902.008990 19.553140 -0.074633 0.013100 0.082379 0.993716
1779938742.223773 505953.609683 2495902.134941 19.568598 -0.082825 0.019436 0.106597 0.990656
1779938742.323773 505953.550021 2495902.254806 19.572141 -0.098093 0.017582 0.108751 0.989061
1779938742.423774 505953.491545 2495902.367545 19.560329 -0.079501 0.006216 0.087809 0.992940
1779938742.523775 505953.430541 2495902.473135 19.554435 -0.062418 -0.006465 0.070039 0.995569
1779938742.623776 505953.369320 2495902.577402 19.567589 -0.065126 -0.021142 0.082431 0.994242
1779938742.723777 505953.317546 2495902.683113 19.578237 -0.050945 -0.033625 0.097747 0.993338
1779938742.823778 505953.269433 2495902.797354 19.571435 -0.042047 -0.025681 0.086179 0.995061
1779938742.923778 505953.219253 2495902.921168 19.558416 -0.038643 -0.016256 0.061888 0.997202
1779938743.023779 505953.167210 2495903.051410 19.554973 -0.040058 -0.026929 0.033619 0.998268
1779938743.123780 505953.108264 2495903.179596 19.567425 -0.026609 -0.041038 0.036614 0.998132
1779938743.223786 505953.044757 2495903.302430 19.582150 -0.067593 -0.036108 0.055707 0.995502
1779938743.323787 505952.984199 2495903.422586 19.579550 -0.072395 -0.035550 0.048570 0.995558
1779938743.423786 505952.924546 2495903.536952 19.565393 -0.048777 -0.036735 0.036322 0.997473
1779938743.523787 505952.864027 2495903.645387 19.562224 -0.041319 -0.019372 0.047993 0.997805
1779938743.623788 505952.814183 2495903.748809 19.569632 -0.049144 -0.013735 0.068068 0.996375
1779938743.723790 505952.771136 2495903.854345 19.568768 -0.019983 -0.018034 0.076989 0.996669
1779938743.823791 505952.725251 2495903.972460 19.557545 -0.027157 -0.003033 0.060212 0.997812
1779938743.923791 505952.672276 2495904.102204 19.548697 -0.037353 0.017473 0.035816 0.998507
1779938744.023792 505952.613887 2495904.237006 19.557185 -0.042807 0.016306 0.041708 0.998079
1779938744.123793 505952.548207 2495904.373035 19.577497 -0.061595 0.010828 0.061590 0.996140
1779938744.223795 505952.475287 2495904.503417 19.589357 -0.076799 0.014401 0.058745 0.995210
1779938744.323795 505952.397426 2495904.628109 19.585427 -0.082958 0.022445 0.037299 0.995602
1779938744.423795 505952.320048 2495904.744507 19.576167 -0.071741 0.025273 0.024586 0.996800
1779938744.523797 505952.245220 2495904.854810 19.577811 -0.057721 0.032124 0.038369 0.997078
1779938744.623798 505952.178562 2495904.959432 19.586437 -0.053093 0.020877 0.064343 0.996296
1779938744.723799 505952.112873 2495905.062576 19.582398 -0.047332 0.013218 0.058418 0.997082
1779938744.823801 505952.038802 2495905.171261 19.567729 -0.071370 0.021779 0.027598 0.996830
1779938744.923801 505951.954575 2495905.288580 19.558962 -0.106168 0.015504 0.001275 0.994226
1779938745.023802 505951.859596 2495905.406387 19.569858 -0.120892 0.003460 0.004653 0.992649
1779938745.123803 505951.756012 2495905.517480 19.588643 -0.160975 0.005117 0.016540 0.986807
1779938745.223804 505951.650618 2495905.620854 19.597861 -0.191120 0.000009 0.023639 0.981282
1779938745.323804 505951.544158 2495905.715104 19.587442 -0.189686 -0.008272 0.010755 0.981751
1779938745.423806 505951.435989 2495905.796389 19.571287 -0.192877 -0.022732 0.016605 0.980819
1779938745.523805 505951.324365 2495905.868409 19.567422 -0.221366 -0.030580 0.032337 0.974175
1779938745.623807 505951.210246 2495905.933011 19.571956 -0.245806 -0.038236 0.040112 0.967734
1779938745.723808 505951.082658 2495905.995407 19.568945 -0.282372 -0.016542 0.027826 0.958759
1779938745.823808 505950.944466 2495906.053164 19.558626 -0.343305 0.007055 0.013893 0.939095
1779938745.923809 505950.799995 2495906.102524 19.548884 -0.410028 0.009378 0.010117 0.911969
1779938746.023810 505950.652182 2495906.135448 19.556691 -0.461113 -0.003107 0.011619 0.887260
1779938746.123811 505950.506887 2495906.145822 19.569331 0.516727 0.003095 -0.016697 -0.855982
1779938746.223811 505950.372975 2495906.140761 19.575229 0.554883 0.008366 -0.024244 -0.831533
1779938746.323812 505950.249672 2495906.127606 19.570004 0.578185 0.008392 -0.027796 -0.815389
1779938746.423813 505950.135807 2495906.107481 19.560922 0.595693 0.005619 -0.022495 -0.802877
1779938746.523814 505950.027048 2495906.082427 19.561422 0.604061 0.017468 -0.011902 -0.796658
